source_id	subject_id	session_id	bold_num	t1w_num	t2w_num	bold_size	t1w_size	bold_duration_total	bold_duration_mean	bold_voxels_total	bold_voxels_mean	datatypes
ds006185	sub-24663	ses-1	32	2	1	25314753639	36798277	17074.65636062622	533.5830112695694	26209116	819034.875	anat,fmap,func
ds006185	sub-24683	ses-1	32	2	0	25588460009	34922282	17074.65636062622	533.5830112695694	26416084	825502.625	anat,fmap,func
ds006185	sub-24684	ses-1	32	2	1	25639772897	35642377	17074.65636062622	533.5830112695694	26576788	830524.625	anat,fmap,func
ds006185	sub-24696	ses-1	32	2	1	25428073071	35414369	17074.65636062622	533.5830112695694	26283316	821353.625	anat,fmap,func
ds006185	sub-24697	ses-1	32	2	0	25656499362	35841891	17074.65636062622	533.5830112695694	26394196	824818.625	anat,fmap,func
ds006185	sub-24699	ses-1	32	2	1	25784388133	35477554	17074.65636062622	533.5830112695694	26600492	831265.375	anat,fmap,func
ds006185	sub-24702	ses-1	32	2	1	25528442660	34657120	17074.65636062622	533.5830112695694	26323348	822604.625	anat,fmap,func
ds006185	sub-60295	ses-1	32	2	0	25397378038	35701081	17074.65636062622	533.5830112695694	26268052	820876.625	anat,fmap,func
ds006185	sub-PILOT01	ses-1	32	2	0	23604835644	35995701	15891.264335632324	496.60201048851013	26262292	820696.625	anat,fmap,func
ds006185	sub-PILOT02	ses-1	32	2	0	25733937326	35790847	17074.65636062622	533.5830112695694	26473672	827302.25	anat,fmap,func
ds006185	sub-24053	ses-1	32	2	1	25684707343	35431035	17074.65636062622	533.5830112695694	26483460	827608.125	anat,fmap,func
ds006185	sub-24630	ses-1	32	2	1	25262915029	35727786	17074.65636062622	533.5830112695694	26369428	824044.625	anat,fmap,func
ds006185	sub-24663	ses-1	32	2	1	25314753639	36798277	17074.65636062622	533.5830112695694	26209116	819034.875	anat,fmap,func
ds006185	sub-24683	ses-1	32	2	0	25588460009	34922282	17074.65636062622	533.5830112695694	26416084	825502.625	anat,fmap,func
ds006185	sub-24684	ses-1	32	2	1	25639772897	35642377	17074.65636062622	533.5830112695694	26576788	830524.625	anat,fmap,func
ds006185	sub-24696	ses-1	32	2	1	25428073071	35414369	17074.65636062622	533.5830112695694	26283316	821353.625	anat,fmap,func
ds006185	sub-24697	ses-1	32	2	0	25656499362	35841891	17074.65636062622	533.5830112695694	26394196	824818.625	anat,fmap,func
ds006185	sub-24699	ses-1	32	2	1	25784388133	35477554	17074.65636062622	533.5830112695694	26600492	831265.375	anat,fmap,func
ds006185	sub-24702	ses-1	32	2	1	25528442660	34657120	17074.65636062622	533.5830112695694	26323348	822604.625	anat,fmap,func
ds006185	sub-60295	ses-1	32	2	0	25397378038	35701081	17074.65636062622	533.5830112695694	26268052	820876.625	anat,fmap,func
ds006185	sub-PILOT01	ses-1	32	2	0	23604835644	35995701	15891.264335632324	496.60201048851013	26262292	820696.625	anat,fmap,func
ds006185	sub-PILOT02	ses-1	32	2	0	25733937326	35790847	17074.65636062622	533.5830112695694	26473672	827302.25	anat,fmap,func
ds006189	sub-24053	ses-1	4	0	0	1137422694	0	2134.3320450782776	533.5830112695694	3610516	902629.0	func
ds006189	sub-24630	ses-1	4	0	0	1148983581	0	2134.3320450782776	533.5830112695694	3610516	902629.0	func
ds006189	sub-24663	ses-1	4	0	0	1156484585	0	2134.3320450782776	533.5830112695694	3610516	902629.0	func
ds006189	sub-24683	ses-1	4	0	0	1117385725	0	1949.409036040306	487.3522590100765	3610516	902629.0	func
ds006189	sub-24684	ses-1	4	0	0	1133141145	0	2134.3320450782776	533.5830112695694	3610516	902629.0	func
ds006189	sub-24696	ses-1	4	0	0	1130351112	0	2134.3320450782776	533.5830112695694	3610516	902629.0	func
ds006189	sub-24697	ses-1	4	0	0	1162360994	0	2134.3320450782776	533.5830112695694	3610516	902629.0	func
ds006189	sub-24699	ses-1	4	0	0	1143032815	0	2134.3320450782776	533.5830112695694	3610516	902629.0	func
ds006189	sub-24702	ses-1	4	0	0	1123839466	0	2134.3320450782776	533.5830112695694	3610516	902629.0	func
ds006189	sub-60295	ses-1	4	0	0	1157925538	0	2134.3320450782776	533.5830112695694	3610516	902629.0	func
ds006189	sub-PILOT01	ses-1	4	0	0	1043866662	0	1986.4080419540405	496.60201048851013	3610516	902629.0	func
ds006189	sub-PILOT02	ses-1	4	0	0	1113353973	0	2134.3320450782776	533.5830112695694	3610516	902629.0	func
ds006191	sub-24053	ses-1	0	0	0	0	0	n/a	n/a	n/a	n/a	func
ds006191	sub-24630	ses-1	0	0	0	0	0	n/a	n/a	n/a	n/a	func
ds006191	sub-24663	ses-1	0	0	0	0	0	n/a	n/a	n/a	n/a	func
ds006191	sub-24683	ses-1	0	0	0	0	0	n/a	n/a	n/a	n/a	func
ds006191	sub-24684	ses-1	0	0	0	0	0	n/a	n/a	n/a	n/a	func
ds006191	sub-24696	ses-1	0	0	0	0	0	n/a	n/a	n/a	n/a	func
ds006191	sub-24697	ses-1	0	0	0	0	0	n/a	n/a	n/a	n/a	func
ds006191	sub-24699	ses-1	0	0	0	0	0	n/a	n/a	n/a	n/a	func
ds006191	sub-24702	ses-1	0	0	0	0	0	n/a	n/a	n/a	n/a	func
ds006191	sub-60295	ses-1	0	0	0	0	0	n/a	n/a	n/a	n/a	func
ds006191	sub-PILOT01	ses-1	0	0	0	0	0	n/a	n/a	n/a	n/a	func
ds006191	sub-PILOT02	ses-1	0	0	0	0	0	n/a	n/a	n/a	n/a	func
